ordernumber,orderdate,year,month,month_name,country,territory,productline,dealsize,quantityordered,priceeach,sales,calc_sales,sales_valid
10373,2005-01-31,2005,1,Jan,Finland,Emea,Planes,Small,38,70.44,2676.72,2676.72,True
10373,2005-01-31,2005,1,Jan,Finland,Emea,Planes,Small,28,57.55,1611.4,1611.4,True
10373,2005-01-31,2005,1,Jan,Finland,Emea,Ships,Small,32,84.41,2701.12,2701.12,True
10373,2005-01-31,2005,1,Jan,Finland,Emea,Ships,Small,41,70.33,2883.53,2883.53,True
10373,2005-01-31,2005,1,Jan,Finland,Emea,Planes,Small,45,55.62,2502.9,2502.9,True
10373,2005-01-31,2005,1,Jan,Finland,Emea,Ships,Medium,34,96.34,3275.56,3275.56,True
10373,2005-01-31,2005,1,Jan,Finland,Emea,Vintage Cars,Medium,46,66.0,3036.0,3036.0,True
10373,2005-01-31,2005,1,Jan,Finland,Emea,Vintage Cars,Small,33,57.32,1891.56,1891.56,True
10373,2005-01-31,2005,1,Jan,Finland,Emea,Vintage Cars,Medium,50,60.49,3024.5,3024.5,True
10373,2005-01-31,2005,1,Jan,Finland,Emea,Ships,Small,22,86.74,1908.28,1908.28,True
10373,2005-01-31,2005,1,Jan,Finland,Emea,Planes,Small,25,64.97,1624.25,1624.25,True
10374,2005-02-02,2005,2,Feb,Australia,Apac,Planes,Small,42,69.27,2909.34,2909.34,True
10374,2005-02-02,2005,2,Feb,Australia,Apac,Motorcycles,Small,22,53.3,1172.6,1172.6,True
10374,2005-02-02,2005,2,Feb,Australia,Apac,Planes,Medium,46,94.1,4328.6,4328.599999999999,True
10375,2005-02-03,2005,2,Feb,France,Emea,Motorcycles,Small,21,34.91,733.11,733.1099999999999,True
10375,2005-02-03,2005,2,Feb,France,Emea,Motorcycles,Medium,49,78.92,3867.08,3867.08,True
10375,2005-02-03,2005,2,Feb,France,Emea,Vintage Cars,Medium,44,82.26,3619.44,3619.44,True
10375,2005-02-03,2005,2,Feb,France,Emea,Vintage Cars,Medium,49,65.8,3224.2,3224.2,True
10375,2005-02-03,2005,2,Feb,France,Emea,Planes,Small,25,66.73,1668.25,1668.25,True
10375,2005-02-03,2005,2,Feb,France,Emea,Classic Cars,Medium,45,76.0,3420.0,3420.0,True
10375,2005-02-03,2005,2,Feb,France,Emea,Planes,Medium,37,81.87,3029.19,3029.19,True
10377,2005-02-09,2005,2,Feb,Finland,Emea,Classic Cars,Small,24,67.83,1627.92,1627.92,True
10377,2005-02-09,2005,2,Feb,Finland,Emea,Classic Cars,Small,31,67.76,2100.56,2100.56,True
10378,2005-02-10,2005,2,Feb,Spain,Emea,Classic Cars,Small,34,42.64,1449.76,1449.76,True
10379,2005-02-10,2005,2,Feb,Spain,Emea,Vintage Cars,Small,27,49.3,1331.1,1331.1,True
10378,2005-02-10,2005,2,Feb,Spain,Emea,Classic Cars,Medium,49,67.14,3289.86,3289.86,True
10378,2005-02-10,2005,2,Feb,Spain,Emea,Classic Cars,Small,46,41.54,1910.84,1910.84,True
10378,2005-02-10,2005,2,Feb,Spain,Emea,Classic Cars,Medium,43,96.49,4149.07,4149.07,True
10378,2005-02-10,2005,2,Feb,Spain,Emea,Motorcycles,Medium,40,82.46,3298.4,3298.4,True
10378,2005-02-10,2005,2,Feb,Spain,Emea,Classic Cars,Small,33,53.27,1757.91,1757.91,True
10379,2005-02-10,2005,2,Feb,Spain,Emea,Classic Cars,Small,32,70.83,2266.56,2266.56,True
10380,2005-02-16,2005,2,Feb,Spain,Emea,Vintage Cars,Small,32,70.56,2257.92,2257.92,True
10380,2005-02-16,2005,2,Feb,Spain,Emea,Vintage Cars,Small,21,47.18,990.78,990.78,True
10380,2005-02-16,2005,2,Feb,Spain,Emea,Vintage Cars,Small,27,68.35,1845.45,1845.45,True
10380,2005-02-16,2005,2,Feb,Spain,Emea,Classic Cars,Small,44,36.29,1596.76,1596.76,True
10380,2005-02-16,2005,2,Feb,Spain,Emea,Vintage Cars,Small,27,93.16,2515.32,2515.32,True
10380,2005-02-16,2005,2,Feb,Spain,Emea,Classic Cars,Medium,44,79.06,3478.64,3478.64,True
10380,2005-02-16,2005,2,Feb,Spain,Emea,Vintage Cars,Medium,43,95.03,4086.29,4086.29,True
10380,2005-02-16,2005,2,Feb,Spain,Emea,Classic Cars,Small,36,37.5,1350.0,1350.0,True
10382,2005-02-17,2005,2,Feb,Usa,Unknown,Classic Cars,Small,25,88.0,2200.0,2200.0,True
10382,2005-02-17,2005,2,Feb,Usa,Unknown,Classic Cars,Medium,34,95.35,3241.9,3241.9,True
10382,2005-02-17,2005,2,Feb,Usa,Unknown,Trucks And Buses,Small,32,66.58,2130.56,2130.56,True
10381,2005-02-17,2005,2,Feb,Usa,Unknown,Trucks And Buses,Small,35,48.62,1701.7,1701.7,True
10381,2005-02-17,2005,2,Feb,Usa,Unknown,Vintage Cars,Small,40,68.08,2723.2,2723.2,True
10381,2005-02-17,2005,2,Feb,Usa,Unknown,Vintage Cars,Small,25,52.83,1320.75,1320.75,True
10381,2005-02-17,2005,2,Feb,Usa,Unknown,Trucks And Buses,Medium,48,98.0,4704.0,4704.0,True
10382,2005-02-17,2005,2,Feb,Usa,Unknown,Classic Cars,Small,34,54.84,1864.56,1864.56,True
10383,2005-02-22,2005,2,Feb,Spain,Emea,Trains,Small,38,60.06,2282.28,2282.28,True
10383,2005-02-22,2005,2,Feb,Spain,Emea,Vintage Cars,Small,28,58.58,1640.24,1640.24,True
10383,2005-02-22,2005,2,Feb,Spain,Emea,Classic Cars,Small,22,91.76,2018.72,2018.72,True
10383,2005-02-22,2005,2,Feb,Spain,Emea,Classic Cars,Small,21,93.91,1972.11,1972.11,True
10383,2005-02-22,2005,2,Feb,Spain,Emea,Vintage Cars,Small,24,61.52,1476.48,1476.48,True
10383,2005-02-22,2005,2,Feb,Spain,Emea,Trucks And Buses,Small,32,53.18,1701.76,1701.76,True
10383,2005-02-22,2005,2,Feb,Spain,Emea,Trains,Small,44,36.07,1587.08,1587.08,True
10384,2005-02-23,2005,2,Feb,Usa,Unknown,Ships,Small,28,80.54,2255.12,2255.12,True
10384,2005-02-23,2005,2,Feb,Usa,Unknown,Vintage Cars,Medium,43,97.87,4208.41,4208.41,True
10385,2005-02-28,2005,2,Feb,Usa,Unknown,Vintage Cars,Medium,37,85.54,3164.98,3164.98,True
10385,2005-02-28,2005,2,Feb,Usa,Unknown,Ships,Small,25,77.34,1933.5,1933.5,True
10386,2005-03-01,2005,3,Mar,Spain,Emea,Ships,Medium,37,93.01,3441.37,3441.37,True
10386,2005-03-01,2005,3,Mar,Spain,Emea,Planes,Medium,32,94.34,3018.88,3018.88,True
10386,2005-03-01,2005,3,Mar,Spain,Emea,Vintage Cars,Small,35,63.76,2231.6,2231.6,True
10386,2005-03-01,2005,3,Mar,Spain,Emea,Planes,Small,21,74.77,1570.17,1570.17,True
10386,2005-03-01,2005,3,Mar,Spain,Emea,Planes,Small,39,55.96,2182.44,2182.44,True
10386,2005-03-01,2005,3,Mar,Spain,Emea,Planes,Medium,37,83.84,3102.08,3102.08,True
10386,2005-03-01,2005,3,Mar,Spain,Emea,Planes,Small,33,41.71,1376.43,1376.43,True
10386,2005-03-01,2005,3,Mar,Spain,Emea,Vintage Cars,Small,22,57.55,1266.1,1266.1,True
10386,2005-03-01,2005,3,Mar,Spain,Emea,Ships,Small,29,85.76,2487.04,2487.04,True
10386,2005-03-01,2005,3,Mar,Spain,Emea,Planes,Medium,41,73.32,3006.12,3006.12,True
10386,2005-03-01,2005,3,Mar,Spain,Emea,Planes,Medium,50,63.34,3167.0,3167.0,True
10386,2005-03-01,2005,3,Mar,Spain,Emea,Ships,Medium,45,92.08,4143.6,4143.6,True
10386,2005-03-01,2005,3,Mar,Spain,Emea,Ships,Small,30,95.48,2864.4,2864.4,True
10386,2005-03-01,2005,3,Mar,Spain,Emea,Planes,Small,25,54.57,1364.25,1364.25,True
10386,2005-03-01,2005,3,Mar,Spain,Emea,Planes,Medium,50,87.15,4357.5,4357.5,True
10386,2005-03-01,2005,3,Mar,Spain,Emea,Planes,Medium,44,86.4,3801.6,3801.6,True
10387,2005-03-02,2005,3,Mar,Singapore,Japan,Motorcycles,Medium,44,94.9,4175.6,4175.6,True
10389,2005-03-03,2005,3,Mar,Sweden,Emea,Motorcycles,Medium,49,81.4,3988.6,3988.6,True
10389,2005-03-03,2005,3,Mar,Sweden,Emea,Classic Cars,Small,26,99.04,2575.04,2575.04,True
10389,2005-03-03,2005,3,Mar,Sweden,Emea,Classic Cars,Medium,49,79.22,3881.78,3881.78,True
10388,2005-03-03,2005,3,Mar,Usa,Unknown,Motorcycles,Small,50,44.51,2225.5,2225.5,True
10389,2005-03-03,2005,3,Mar,Sweden,Emea,Classic Cars,Small,25,72.38,1809.5,1809.5,True
10388,2005-03-03,2005,3,Mar,Usa,Unknown,Motorcycles,Small,21,86.77,1822.17,1822.17,True
10389,2005-03-03,2005,3,Mar,Sweden,Emea,Classic Cars,Small,36,70.26,2529.36,2529.36,True
10388,2005-03-03,2005,3,Mar,Usa,Unknown,Motorcycles,Medium,42,76.36,3207.12,3207.12,True
10390,2005-03-04,2005,3,Mar,Usa,Unknown,Classic Cars,Small,34,43.05,1463.7,1463.7,True
10390,2005-03-04,2005,3,Mar,Usa,Unknown,Vintage Cars,Small,26,78.11,2030.86,2030.86,True
10390,2005-03-04,2005,3,Mar,Usa,Unknown,Classic Cars,Medium,36,93.77,3375.72,3375.72,True
10390,2005-03-04,2005,3,Mar,Usa,Unknown,Motorcycles,Small,41,44.56,1826.96,1826.96,True
10390,2005-03-04,2005,3,Mar,Usa,Unknown,Vintage Cars,Medium,31,98.99,3068.69,3068.69,True
10390,2005-03-04,2005,3,Mar,Usa,Unknown,Motorcycles,Small,45,48.98,2204.1,2204.1,True
10390,2005-03-04,2005,3,Mar,Usa,Unknown,Motorcycles,Small,35,65.13,2279.55,2279.55,True
10390,2005-03-04,2005,3,Mar,Usa,Unknown,Classic Cars,Small,46,52.84,2430.64,2430.64,True
10390,2005-03-04,2005,3,Mar,Usa,Unknown,Classic Cars,Small,30,82.42,2472.6,2472.6,True
10391,2005-03-09,2005,3,Mar,Australia,Apac,Classic Cars,Small,37,46.9,1735.3,1735.3,True
10391,2005-03-09,2005,3,Mar,Australia,Apac,Trucks And Buses,Small,44,38.5,1694.0,1694.0,True
10391,2005-03-09,2005,3,Mar,Australia,Apac,Trucks And Buses,Small,29,85.1,2467.9,2467.9,True
10391,2005-03-09,2005,3,Mar,Australia,Apac,Vintage Cars,Small,32,45.25,1448.0,1448.0,True
10391,2005-03-09,2005,3,Mar,Australia,Apac,Trucks And Buses,Small,39,63.2,2464.8,2464.8,True
10392,2005-03-10,2005,3,Mar,Austria,Emea,Vintage Cars,Small,29,86.92,2520.68,2520.68,True
10392,2005-03-10,2005,3,Mar,Austria,Emea,Vintage Cars,Small,37,59.96,2218.52,2218.52,True
10394,2005-03-15,2005,3,Mar,Spain,Emea,Classic Cars,Small,46,38.9,1789.4,1789.4,True
10394,2005-03-15,2005,3,Mar,Spain,Emea,Trains,Small,30,60.28,1808.4,1808.4,True
10394,2005-03-15,2005,3,Mar,Spain,Emea,Trucks And Buses,Small,36,62.77,2259.72,2259.72,True
10394,2005-03-15,2005,3,Mar,Spain,Emea,Classic Cars,Small,31,50.29,1558.99,1558.99,True
10395,2005-03-17,2005,3,Mar,France,Emea,Classic Cars,Small,33,69.12,2280.96,2280.96,True
10396,2005-03-23,2005,3,Mar,Usa,Unknown,Trains,Small,24,89.75,2154.0,2154.0,True
10396,2005-03-23,2005,3,Mar,Usa,Unknown,Vintage Cars,Small,27,83.2,2246.4,2246.4,True
10396,2005-03-23,2005,3,Mar,Usa,Unknown,Vintage Cars,Medium,37,90.57,3351.09,3351.09,True
10396,2005-03-23,2005,3,Mar,Usa,Unknown,Ships,Small,39,66.67,2600.13,2600.13,True
10397,2005-03-28,2005,3,Mar,France,Emea,Ships,Small,34,62.24,2116.16,2116.16,True
10397,2005-03-28,2005,3,Mar,France,Emea,Ships,Small,32,80.55,2577.6,2577.6,True
10397,2005-03-28,2005,3,Mar,France,Emea,Ships,Small,22,66.5,1463.0,1463.0,True
10398,2005-03-30,2005,3,Mar,France,Emea,Planes,Small,34,40.22,1367.48,1367.48,True
10398,2005-03-30,2005,3,Mar,France,Emea,Planes,Medium,45,78.25,3521.25,3521.25,True
10398,2005-03-30,2005,3,Mar,France,Emea,Planes,Small,34,76.88,2613.92,2613.92,True
10398,2005-03-30,2005,3,Mar,France,Emea,Planes,Small,29,65.6,1902.4,1902.4,True
10398,2005-03-30,2005,3,Mar,France,Emea,Planes,Small,28,57.55,1611.4,1611.4,True
10398,2005-03-30,2005,3,Mar,France,Emea,Planes,Medium,36,87.36,3144.96,3144.96,True
10398,2005-03-30,2005,3,Mar,France,Emea,Vintage Cars,Small,34,71.67,2436.78,2436.78,True
10398,2005-03-30,2005,3,Mar,France,Emea,Vintage Cars,Small,49,36.66,1796.34,1796.34,True
10398,2005-03-30,2005,3,Mar,France,Emea,Vintage Cars,Small,22,67.41,1483.02,1483.02,True
10398,2005-03-30,2005,3,Mar,France,Emea,Ships,Small,28,72.26,2023.28,2023.28,True
10398,2005-03-30,2005,3,Mar,France,Emea,Planes,Medium,47,87.69,4121.43,4121.43,True
10398,2005-03-30,2005,3,Mar,France,Emea,Planes,Small,22,86.76,1908.72,1908.72,True
10398,2005-03-30,2005,3,Mar,France,Emea,Planes,Small,41,68.24,2797.84,2797.84,True
10400,2005-04-01,2005,4,Apr,Usa,Unknown,Ships,Medium,46,87.8,4038.8,4038.8,True
10400,2005-04-01,2005,4,Apr,Usa,Unknown,Ships,Small,30,74.84,2245.2,2245.2,True
10400,2005-04-01,2005,4,Apr,Usa,Unknown,Planes,Small,20,56.12,1122.4,1122.4,True
10400,2005-04-01,2005,4,Apr,Usa,Unknown,Vintage Cars,Medium,42,72.96,3064.32,3064.32,True
10400,2005-04-01,2005,4,Apr,Usa,Unknown,Planes,Small,24,61.66,1479.84,1479.84,True
10400,2005-04-01,2005,4,Apr,Usa,Unknown,Vintage Cars,Small,38,57.2,2173.6,2173.6,True
10402,2005-04-07,2005,4,Apr,France,Emea,Motorcycles,Medium,59,87.6,5168.4,5168.4,True
10402,2005-04-07,2005,4,Apr,France,Emea,Motorcycles,Medium,55,55.72,3064.6,3064.6,True
10403,2005-04-08,2005,4,Apr,Uk,Emea,Motorcycles,Small,27,79.65,2150.55,2150.55,True
10403,2005-04-08,2005,4,Apr,Uk,Emea,Motorcycles,Small,31,68.34,2118.54,2118.54,True
10403,2005-04-08,2005,4,Apr,Uk,Emea,Motorcycles,Small,36,52.22,1879.92,1879.92,True
10403,2005-04-08,2005,4,Apr,Uk,Emea,Motorcycles,Small,30,40.23,1206.9,1206.9,True
10405,2005-04-14,2005,4,Apr,France,Emea,Classic Cars,Medium,61,73.92,4509.12,4509.12,True
10405,2005-04-14,2005,4,Apr,France,Emea,Classic Cars,Large,97,93.28,9048.16,9048.16,True
10405,2005-04-14,2005,4,Apr,France,Emea,Classic Cars,Small,47,44.56,2094.32,2094.32,True
10408,2005-04-22,2005,4,Apr,Japan,Japan,Vintage Cars,Small,15,36.93,553.95,553.95,True
10409,2005-04-23,2005,4,Apr,Singapore,Apac,Vintage Cars,Small,61,29.54,1801.94,1801.94,True
10411,2005-05-01,2005,5,May,Canada,Unknown,Vintage Cars,Small,35,59.87,2095.45,2095.45,True
10411,2005-05-01,2005,5,May,Canada,Unknown,Trucks And Buses,Small,27,69.16,1867.32,1867.32,True
10412,2005-05-03,2005,5,May,Spain,Emea,Trucks And Buses,Medium,56,98.18,5498.08,5498.08,True
10412,2005-05-03,2005,5,May,Spain,Emea,Classic Cars,Small,30,36.07,1082.1,1082.1,True
10412,2005-05-03,2005,5,May,Spain,Emea,Classic Cars,Small,21,52.6,1104.6,1104.6,True
10412,2005-05-03,2005,5,May,Spain,Emea,Trucks And Buses,Small,19,48.7,925.3,925.3,True
10412,2005-05-03,2005,5,May,Spain,Emea,Trucks And Buses,Small,47,61.99,2913.53,2913.53,True
10413,2005-05-05,2005,5,May,Usa,Unknown,Trains,Small,24,49.71,1193.04,1193.04,True
10413,2005-05-05,2005,5,May,Usa,Unknown,Trains,Medium,51,63.85,3256.35,3256.35,True
10416,2005-05-10,2005,5,May,Italy,Emea,Planes,Medium,48,74.62,3581.76,3581.76,True
10416,2005-05-10,2005,5,May,Italy,Emea,Planes,Small,43,62.19,2674.17,2674.17,True
10416,2005-05-10,2005,5,May,Italy,Emea,Vintage Cars,Small,26,61.22,1591.72,1591.72,True
10416,2005-05-10,2005,5,May,Italy,Emea,Vintage Cars,Small,37,51.93,1921.41,1921.41,True
10416,2005-05-10,2005,5,May,Italy,Emea,Planes,Small,18,75.06,1351.08,1351.08,True
10416,2005-05-10,2005,5,May,Italy,Emea,Planes,Small,15,98.84,1482.6,1482.6,True
10416,2005-05-10,2005,5,May,Italy,Emea,Planes,Small,23,91.34,2100.82,2100.82,True
10416,2005-05-10,2005,5,May,Italy,Emea,Motorcycles,Small,32,87.6,2803.2,2803.2,True
10416,2005-05-10,2005,5,May,Italy,Emea,Planes,Small,39,67.2,2620.8,2620.8,True
10416,2005-05-10,2005,5,May,Italy,Emea,Planes,Medium,47,88.63,4165.61,4165.61,True
10419,2005-05-17,2005,5,May,Austria,Emea,Classic Cars,Small,15,42.67,640.05,640.0500000000001,True
10419,2005-05-17,2005,5,May,Austria,Emea,Classic Cars,Medium,39,83.93,3273.27,3273.27,True
10419,2005-05-17,2005,5,May,Austria,Emea,Classic Cars,Medium,34,90.17,3065.78,3065.78,True
10419,2005-05-17,2005,5,May,Austria,Emea,Classic Cars,Small,55,52.66,2896.3,2896.3,True
